Claim Cost (USD) (United Stated Dollar),Claim Recorded Date,Claim Recorded Month,Claim Recorded Year,Consumer State,Consumer Zip Code,Country of Service,Country of Service-Description,Failure Date,GSIR Base Warranty Flag,GSIR Base Warranty Flag-Description,Global Component Code,Global Component Code-Description,Global Component Group,Global Component Group-Description,Global Component Section,Global Component Section-Description,Global Defect Code,Global Defect Code-Description,Global Defect Section,Global Defect Section-Description,Global Repair Action Code,Global Repair Action Code-Description,Global Symptom Code,Global Symptom Code-Description,Global Symptom Group,Global Symptom Group-Description,Labor Cost (USD) (United Stated Dollar),Months in Service,NAR Kenmore Job Code,NAR Kenmore Job Code-Description,Part Cost (USD) (United Stated Dollar),Parts Replaced Flag,Parts Replaced Quantity,Region Service Component Code,Region Service Component Code-Description,Region Service Condition Code,Region Service Condition Code-Description,Region of Service,Region of Service-Description,Repeat Repair Flag,Repeat Repair Interval,Service Claim Id,Service Claim Type,Service Claim Type-Description,Service Company Number,Service Company Number-Description,Service Company Type,Service Company Type-Description,Service Complete Date,Service Provider Code,Service Provider Code-Description,Service Request Number,Service Responsibility Code,Service Responsibility Code-Description,Stock Repair Flag,Warranty Type Code,Warranty Type Code-Description,Customer Requested Comment,Service Technician Comment,Componente ,Horizon comment,Active SKU Flag,Active SKU Flag-Description,Architecture Code,Architecture Code-Description,Brand,Brand-Description,Unadjusted Total Claim Count,Commercial Segment,Commercial Segment-Description,DPL Platform Code,DPL Platform Code-Description,Division,Division-Description,Electronic Control Flag,Electronic Control Flag-Description,Comment,Engineering Model Number,Engineering Model Number-Description,GSIR Product Flag,GSIR Product Flag-Description,Global Product Category,Global Product Category-Description,Global Product Code,Global Product Code-Description,Global Product Family,Global Product Family-Description,Global Product Group,Global Product Group-Description,Global Product Platform,Global Product Platform-Description,NAR Product Code,NAR Product Code-Description,NAR Product Main Group,NAR Product Main Group-Description,NAR Product Summary Group,NAR Product Summary Group-Description,OEM Supplier,OEM Supplier-Description,Product Id,Production Date,Production Line,Production Line-Description,Production Month,Production Quarter,Production Shift,Production Shift-Description,Production Year,Production Year Week,Purchase Date,Sales Model Number,Sales Model Number-Description,Serial Number,Ship-to Channel,Ship-to Channel-Description,Ship-to High Level,Ship-to High Level-Description,Ship-to State,Shipped Date,Shipped Month,Shipped Year,Shipped-to Country,Shipped-to Country-Description,Shipped-to Region,Shipped-to Region-Description,Sold-to Name,Sold-to Name-Description,,
0.01,2019-12-20,2019/12,2019,?,66648,?,(?),2019-11-27,y, ,4060,AGITATOR (4060),AAAAAA,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,AAA,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Ax,Worn out (or general mechanical defect) (Ax),?, ,A,Changed (A),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,Y,1,271,AGITATOR (271),6,WORN (06),NAR,North America (NAR),N,0,1086177529,SC,SERVICE CALL (SC),21172,CENTRO DE SOLUCIONES MONTERREY (21172),?,UNKNOWN (?),2019-11-29,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),CHAVER4 AGITADOR SUELTO ROTO SE ZAFA LA MITAD CUANDO EXPRIME,SALIJ10- P SE SACA EL DISPENSADOR C AGUITADOR DAÑADO S SE CMBIÓ AGUITADOR SE DEJÓ FUNCIONANDO EL APARATO,Agitador ,Roto,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92681293,2019-07-01,?,(?),2019/07,2019Q3,?,(?),2019,201926,2019-11-17,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92681293,?,(?),?,(?),NUEVO LEON,2019-07-16,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM01,(RM01),,
170.1,2019-10-12,2019/10,2019,?,87024,?,(?),2019-10-04,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,170.1,2,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),N,0,1085698249,SC,SERVICE CALL (SC),47540,47540 (47540),?,UNKNOWN (?),2019-10-08,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),CAMPAN LAVADORA NO PARA D E LLENAR Y SE DESBORDA // FE RNANDO TREJO MUEBLRIA VILLARREAL CABALLERO 8343051315 EX T 122,P.NO PARA DE LLENAR Y SE DESBORDA C.EXPLICASION A CLIENTE DEFUNCIONAMIENTO S.REVISION SIN FALLA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),3,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2095EI2,8MWTW2095EI2 (8MWTW2095EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2095EI:HL92234698,2019-06-03,?,(?),2019/06,2019Q2,?,(?),2019,201922,2019-08-22,8MWTW2095EI,LAV. AUTOMATICA NE (8MWTW2095EI),HL92234698,?,(?),?,(?),NUEVO LEON,2019-07-03,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
290.52,2019-12-11,2019/12,2019,?,36352,?,(?),2019-11-26,y, ,2740,GEAR ASSY/ TRANSMISSION (2740),AAAAAA,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,AAA,XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,Fx,"Snapped, stuck, jammed (Fx)",?, ,A,Changed (A),MEX,Mexico (MEX),?, ,290.52,2,?,(?),0,Y,2,231,GEARCS ASSY/TRANS (231),13,STUCK/FROZEN (13),NAR,North America (NAR),N,0,1086109010,SC,SERVICE CALL (SC),47715,47715 (47715),?,UNKNOWN (?),2019-12-09,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),GARCIB11 / INCIA CICLO_ PARA Y YA NO CONTINUA HACIENDO EL CICLO / REP: JANETH GUEVARA MUEBL: ESTEREOSMUEBLES TEL: 4767432881,09/12/2019M.V.L.T.TECNIO DAVID S ERRANO SERRANO P.- INCI A CICLO_ PARA Y YA NO CONTINUA HACIENDO EL CICLO C.- TRA SNSMICION TRABADA Y ACTUADOR EN CORTO S.- SE LE CAMBI O LA TRASNMICION Y EL ACTUADOR,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2095EI2,8MWTW2095EI2 (8MWTW2095EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2095EI:HL92011140,2019-05-20,?,(?),2019/05,2019Q2,?,(?),2019,201920,2019-10-21,8MWTW2095EI,LAV. AUTOMATICA NE (8MWTW2095EI),HL92011140,?,(?),?,(?),GUANAJUATO,2019-05-23,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
769.63,2019-10-26,2019/10,2019,ZACATECAS,98959,MX,Mexico (MX),2019-10-05,y, ,7660,HOSE WASHERS/SCREENS/VALVE SCREENS (7660),?, ,?, ,M1,"Blocked, clogged (M1)",MEC,MECHANICAL (MEC),Y,No Part Replaced (Y),A1C,Stops during program flow (A1C),WDD,WASHER DRYER DISHWASH (WDD),769.63,1,?,(?),0,N,0,315,HOSE WASHR/SCREENS (315),11,PLUGGED/BLOCKED (11),NAR,North America (NAR),N,0,1085795523,SC,SERVICE CALL (SC),79838,79838 (79838),?,UNKNOWN (?),2019-10-17,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),RAMIA20 NO AGITA // NO EST�? FRENTE AL PRODUCTO // CTE NO TINE SEÑAL EN CASA PARA SEGUIR INDICACIONES,DD. HH.- P. NO INICIA EL LAVADO C. CEDAZO SUCIO S. SE LIMPIACEDAZO Y SE DA EXPLICACION DE USO Y MANEJO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2095EI2,8MWTW2095EI2 (8MWTW2095EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2095EI:HL92234772,2019-06-03,?,(?),2019/06,2019Q2,?,(?),2019,201922,2019-09-30,8MWTW2095EI,LAV. AUTOMATICA NE (8MWTW2095EI),HL92234772,1105,MX Horizontal (1105),2089226,IMPULSORA ELIZONDO S.A. DE C.V (00020892,NUEVO LEON,2019-07-12,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),2086813,IMPULSORA ELIZONDO S.A. DE C.V (00020868,,
0.01,2019-10-26,2019/10,2019,SAN LUIS POTOS�?,78370,MX,Mexico (MX),2019-10-19,y, ,2000,INNER-LINER-CAVITY (2000),ME05,INNER_LINER_CAVITY_TUB (ME05),ME,MECHANICAL (ME),Cx,Mechanically misaligned (Cx),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,222,TUB (222),2,POOR FIT/MISALIGN/MISASSEMBLED (02),NAR,North America (NAR),Y,0,1085795636,SC,SERVICE CALL (SC),47421,47421 (47421),?,UNKNOWN (?),2019-10-21,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),CHAVER4 TINA CAIDA _ ESTA DE LADO _ NO HACE CICLO ANTECEDE NTE D1095955641,EPR. P. TINA CA�?DA C. TINA DESAJUSTADA S. AJUSTE DE TINA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),2,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1601EQ1,8MWTW1601EQ1 (8MWTW1601EQ1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1601EQ:HL93018795,2019-07-12,?,(?),2019/07,2019Q3,?,(?),2019,201930,2019-08-25,8MWTW1601EQ,8MWTW1601EQ (8MWTW1601EQ),HL93018795,?,(?),?,(?),GUANAJUATO,2019-07-26,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
0.01,2019-12-26,2019/12,2019,JALISCO,45116,MX,Mexico (MX),2019-12-20,y, ,9910,INSTRUCTION FOR USE (9910),II01,INSTRUCTION FOR USE (II01),II,Installation and Instruct (II),N9,UNSATIS PERFOMANCE (N9),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,1,?,(?),0,N,0,921,GENERAL INSTRUCT (921),78,UNSATIS WASHING (78),NAR,North America (NAR),N,0,1086212164,SC,SERVICE CALL (SC),31122,CENTRO DE SOLUCIONES GUADALAJARA (31122),?,UNKNOWN (?),2019-12-21,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),HERNB49 NO LLENA // NO LAVA,LLAMARA- NO LAVA SE CHECO Y TRABAJA NORMAL SE DIÓ DEMOSTRACÓN 115 VOLTS,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2011EI1,8MWTW2011EI1 (8MWTW2011EI1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2011EI:HL93018070,2019-07-29,?,(?),2019/07,2019Q3,?,(?),2019,201930,2019-12-08,8MWTW2011EI,8MWTW2011EI (8MWTW2011EI),HL93018070,?,(?),?,(?),NUEVO LEON,2019-07-29,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
269,2019-12-14,2019/12,2019,?,87390,?,(?),2019-12-11,y, ,7010,"INLET-HOSE, OUTER (7010)",CT08,TUBE/HOSE/CONNECTOR (CT08),CT,CIRCUITS (CT),Cx,Mechanically misaligned (Cx),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,269,4,?,(?),0,N,0,311,INLET HOSE (311),2,POOR FIT/MISALIGN/MISASSEMBLED (02),NAR,North America (NAR),N,0,1086136937,SC,SERVICE CALL (SC),79467,79467 (79467),?,UNKNOWN (?),2019-12-12,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),RAMIA20 NO PARA DE LLENAR,MM 12/12 P-NO PARA DE LLENAR C-MANGERUA DE PRETOSTATO SUELTAS-AJUSTE DE MANGUERA DE PRETOSTATO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL93132817,2019-08-05,?,(?),2019/08,2019Q3,?,(?),2019,201931,2019-09-01,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL93132817,7105,MX Self Serv _ Clubs,2089196,NUEVA WAL MART DE MEXICO (0002089196),NUEVO LEON,2019-08-10,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),2086790,NUEVA WAL MART DE MEXICO S DE RL DE (000,,
248,2019-10-25,2019/10,2019,YUCAT�?N,97138,MX,Mexico (MX),2019-10-07,y, ,4050,WATER PUMP (4050),MR04,PUMP (MR04),MR,MOTOR (MR),Ox,Burnt (Ox),?, ,A,Changed (A),161,Damaged componets (161),APG,ALL PRODUCT GROUPS (APG),248,1,?,(?),0,Y,2,381,PUMP (381),25,BURNED OUT (25),NAR,North America (NAR),N,0,1085787478,SC,SERVICE CALL (SC),65644,65644 (65644),?,UNKNOWN (?),2019-10-19,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),CAVAZR GOTEA EQUIPO POR DENTRO AL ESTAR APAGADO ENVIAR TÉC NICO ENVIAR TÉCNICO. PROBLEMA: GOTEO DENTRO DEL EQUIPO / POIBLE PROBL,PROBLEMA. NO DRENA Y NO LLENA CAUISA_. VALVULA QUEMADA BOMB A QUEMADA SOLUCION: SE CAMBIA LA VALVULA Y LA BOMBA,Bomba ,Quemada ,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW2081EN1,8MWTW2081EN1 (8MWTW2081EN1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW2081EN:HL92564360,2019-06-24,?,(?),2019/06,2019Q2,?,(?),2019,201925,2019-09-15,8MWTW2081EN,8MWTW2081EN (8MWTW2081EN),HL92564360,?,(?),?,(?),GUANAJUATO,2019-06-28,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
115,2019-09-25,2019/09,2019,JALISCO,49700,MX,Mexico (MX),2019-09-03,y, ,5210,CONTROL BOARD / SENSOR BOARD (5210),CE01,BOARDS (CE01),CE,CONTROLS-ELECTRONICS (CE),?,Not Available (?),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,115,2,?,(?),0,N,0,153,MICROCMPU/CPU/ERC (153),C0,C0 (C0),NAR,North America (NAR),N,0,1085575619,SC,SERVICE CALL (SC),47430,47430 (47430),?,UNKNOWN (?),2019-09-04,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),P. NO LAVA (TARJETA DESCALIBRADA) S. CALIBRACION DE TARJETA,P. NO LAVA (TARJETA DESCALIBRADA) S. CALIBRACION DE TARJETA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL92449943,2019-06-17,?,(?),2019/06,2019Q2,?,(?),2019,201924,2019-07-10,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL92449943,?,(?),?,(?),ESTADO DE MEXICO,2019-06-21,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
0.01,2019-12-14,2019/12,2019,JALISCO,44660,MX,Mexico (MX),2019-12-06,y, ,8400,IMPROPER CONTROL SETTING (8400),?, ,?, ,N3,INSTRUCTION (N3),?, ,U,Orientation (U),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,925,IMPROP CTRL SETTNG (925),91,EXPN CYCLE OPER (91),NAR,North America (NAR),Y,0,1086136970,SC,SERVICE CALL (SC),31122,CENTRO DE SOLUCIONES GUADALAJARA (31122),?,UNKNOWN (?),2019-12-12,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),DUARTM4 RUIDO ANORMAL AL LAVAR/ ROPA MACHADA SUAVITEL,LLAMARA- ASÉ RUIDO Y MANCHA. LA ROPA. SE CHECO Y TRABAJA NOMAL SE DIÓ DEMOSTRACIÓN,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1822EI2,8MWTW1822EI2 (8MWTW1822EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1822EI:HL93248106,2019-08-12,?,(?),2019/08,2019Q3,?,(?),2019,201932,2019-10-18,8MWTW1822EI,LAV. AUTOMATICA NE (8MWTW1822EI),HL93248106,?,(?),?,(?),NUEVO LEON,2019-08-22,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
0.01,2019-11-20,2019/11,2019,?,32690,?,(?),2019-11-13,y, ,6910,SENSOR (6910),CE02,ELECTRONIC_COMPONENT (CE02),CE,CONTROLS-ELECTRONICS (CE),Cx,Mechanically misaligned (Cx),?, ,Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,0.01,2,?,(?),0,N,0,118,UNBALANCE SWITCH / MOTION SENSOR (118),2,POOR FIT/MISALIGN/MISASSEMBLED (02),NAR,North America (NAR),Y,0,1085964506,SC,SERVICE CALL (SC),77954,77954 (77954),?,UNKNOWN (?),2019-11-14,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),MIERCD1 NO DRENA EL AGUA REP MUEB LORENA PENA MUEB VILLARREAL,AM 14/11 P: NO EXPRIME C: SENSOR DE BALANCE ACTIVADO S: SE REAJUSTO SENSOR DE BALANCE,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL93249299,2019-08-12,?,(?),2019/08,2019Q3,?,(?),2019,201932,2019-09-30,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL93249299,?,(?),?,(?),GUANAJUATO,2019-08-17,2019/08,2019,MX,Mexico (MX),NAR,North America (NAR),RM06,(RM06),,
206,2019-09-29,2019/09,2019,JALISCO,47270,MX,Mexico (MX),2019-09-24,y, ,4000,MAIN MOTOR (4000),MR02,MOTOR (MR02),MR,MOTOR (MR),Ox,Burnt (Ox),?, ,A,Changed (A),A1C,Stops during program flow (A1C),WDD,WASHER DRYER DISHWASH (WDD),206,2,?,(?),0,Y,1,201,ACTUATOR SHIFT/SHIFTER (201),25,BURNED OUT (25),NAR,North America (NAR),N,0,1085605220,SC,SERVICE CALL (SC),78404,78404 (78404),?,UNKNOWN (?),2019-09-28,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),TOVARD4 REF CLAUDIA COALLAR MUEB . ENCARNACION TEL. 475-9532262 NO AGITA//,P. NO AGITA C. ACTUADOR QUEMADO S. REMPLASO DE ACTUADOR,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1601EQ1,8MWTW1601EQ1 (8MWTW1601EQ1),?,?,101,Washers (101),11103,"26"" w/ impeller, SS basket, Monterrey (11103)",1020,Vertical Axis Washer w/Impeller (1020),10,Fabric Care (10),1103,Horizon Top Load w/ Impeller (1103),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1601EQ:HL92125349,2019-05-27,?,(?),2019/05,2019Q2,?,(?),2019,201921,2019-07-28,8MWTW1601EQ,8MWTW1601EQ (8MWTW1601EQ),HL92125349,1105,MX Horizontal (1105),2087879,"COMERCIAL ENCANTO,S.A. DE C.V. (00020878",NUEVO LEON,2019-05-31,2019/05,2019,MX,Mexico (MX),NAR,North America (NAR),2086861,COMERCIAL ENCANTO S.A. DE C.V. (00020868,,
721.96,2019-12-18,2019/12,2019,OAXACA,71602,MX,Mexico (MX),2019-12-07,y, ,7010,"INLET-HOSE, OUTER (7010)",CT08,TUBE/HOSE/CONNECTOR (CT08),CT,CIRCUITS (CT),A1,"Misoperating (component, module) (A1)",MEC,MECHANICAL (MEC),Y,No Part Replaced (Y),MEX,Mexico (MEX),?, ,721.96,3,?,(?),0,N,0,311,INLET HOSE (311),18,REVERSED (18),NAR,North America (NAR),N,0,1086156738,SC,SERVICE CALL (SC),75519,75519 (75519),?,UNKNOWN (?),2019-12-11,?,NOT APPLICABLE (?), ,C,CUSTOMER INSTRUCT (C),?,B,BASE WARRANTY (B),LUNAYG HACE COMO QUE VA INICIAR PERO NO LLENA // REP CLAUDIASANTIAGO MUEB COPPEL TEL 9545434870,12/12/2019 EVC.- P.- CLIENTE INDICA QUE NO LLENA. C.- MANGUERA COLOCADA EN AGUA CALIENTE. S.- INDICACIONES DE USO CON DEMOSTRACION Y CORRECCION DE MANGUERA,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1995EI2,8MWTW1995EI2 (8MWTW1995EI2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1995EI:HL92911186,2019-07-04,?,(?),2019/07,2019Q3,?,(?),2019,201929,2019-09-13,8MWTW1995EI,LAV. AUTOMATICA NE (8MWTW1995EI),HL92911186,?,(?),?,(?),ESTADO DE MEXICO,2019-07-18,2019/07,2019,MX,Mexico (MX),NAR,North America (NAR),RM07,(RM07),,
0.01,2019-12-21,2019/12,2019,JALISCO,45134,MX,Mexico (MX),2019-12-16,y, ,2710,BELT (2710),ME01,BELT-PULLEY (ME01),ME,MECHANICAL (ME),Dx,"Cut, broken, split, torn (Dx)",?, ,A,Changed (A),A1C,Stops during program flow (A1C),WDD,WASHER DRYER DISHWASH (WDD),0.01,3,?,(?),0,Y,1,234,BELTS (234),10,BROKEN/CRACKED (10),NAR,North America (NAR),N,0,1086192894,SC,SERVICE CALL (SC),31122,CENTRO DE SOLUCIONES GUADALAJARA (31122),?,UNKNOWN (?),2019-12-18,?,NOT APPLICABLE (?), ,M,MACHINE MALFUNCTION (M),?,B,BASE WARRANTY (B),CAVAZR AGITA MUY SUAVE / NO AGITA CON FUERZA CICLOS MANUALESY AUTOMATICOS OTROS SI SE ENVIAR�? AL TÉCNICO LLENA Y DRENANO ENVIAR,VALADE- P- AGITA SUAVE C- BANDA SE ROMPIÓ POR MITAD S- SE CMBIÓ BANDA Y SE REVISÓ FUNCIONAMIENTO,,,?,BLANK,?,BLANK,WHR,Whirlpool (WHR),1,VA26,VA 26,VA,Vertical Axis,HL,MONTERREY (HL),?,?,,8MWTW1701EQ2,8MWTW1701EQ2 (8MWTW1701EQ2),?,?,101,Washers (101),11053,"26"" w/ agitator, SS basket, Monterrey (11053)",1001,Vertical Axis - w/ Agitator (1001),10,Fabric Care (10),1102,Horizon Top Load w/ Agitator (1102),730,KAD PROF WASHER (730),10100,Fabric Care (10100),90100,"Washer,Automatic (90100)",N,N (N),8MWTW1701EQ:HL92232132,2019-06-03,?,(?),2019/06,2019Q2,?,(?),2019,201922,2019-10-13,8MWTW1701EQ,LAV. AUTOMATICA NE (8MWTW1701EQ),HL92232132,?,(?),?,(?),NUEVO LEON,2019-06-13,2019/06,2019,MX,Mexico (MX),NAR,North America (NAR),RM04,(RM04),,
